DeathMaritalStatusMaritalStatusDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Divorced,Total,Other diseases of arteries arterioles and capillaries (I72-I78),78,0.2,3939
Never Married,2020 **,Other diseases of arteries arterioles and capillaries (I72-I78),45,0.3,3942
Never Married,2021 **,Other diseases of arteries arterioles and capillaries (I72-I78),0,N/A,3945
Never Married,Total,Other diseases of arteries arterioles and capillaries (I72-I78),45,0.2,3948
Unknown,2020 **,Other diseases of arteries arterioles and capillaries (I72-I78),4,N/A,3951
Unknown,2021 **,Other diseases of arteries arterioles and capillaries (I72-I78),0,N/A,3954
Unknown,Total,Other diseases of arteries arterioles and capillaries (I72-I78),4,N/A,3957
Total,2020 **,Other diseases of arteries arterioles and capillaries (I72-I78),441,2.8,3960
Total,2021 **,Other diseases of arteries arterioles and capillaries (I72-I78),2,N/A,3963
Total,Total,Other diseases of arteries arterioles and capillaries (I72-I78),443,1.4,3966
Married,2020 **,Other disorders of circulatory system (I80-I99),57,0.4,3969
Married,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,3972
Married,Total,Other disorders of circulatory system (I80-I99),57,0.2,3975
Married but Separated,2020 **,Other disorders of circulatory system (I80-I99),2,N/A,3978
Married but Separated,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,3981
Married but Separated,Total,Other disorders of circulatory system (I80-I99),2,N/A,3984
Widowed,2020 **,Other disorders of circulatory system (I80-I99),36,0.2,3987
Widowed,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,3990
Widowed,Total,Other disorders of circulatory system (I80-I99),36,0.1,3993
Divorced,2020 **,Other disorders of circulatory system (I80-I99),25,0.2,3996
Divorced,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,3999
Divorced,Total,Other disorders of circulatory system (I80-I99),25,0.1,4002
Never Married,2020 **,Other disorders of circulatory system (I80-I99),34,0.3,4005
Never Married,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,4008
Never Married,Total,Other disorders of circulatory system (I80-I99),34,0.1,4011
Unknown,2020 **,Other disorders of circulatory system (I80-I99),0,N/A,4014
Unknown,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,4017
Unknown,Total,Other disorders of circulatory system (I80-I99),0,N/A,4020
Total,2020 **,Other disorders of circulatory system (I80-I99),154,1.1,4023
Total,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,4026
Total,Total,Other disorders of circulatory system (I80-I99),154,0.6,4029
Married,2020 **,Influenza (J09-J11),73,0.5,4032
Married,2021 **,Influenza (J09-J11),0,N/A,4035
Married,Total,Influenza (J09-J11),73,0.2,4038
Married but Separated,2020 **,Influenza (J09-J11),0,N/A,4041
Married but Separated,2021 **,Influenza (J09-J11),0,N/A,4044
Married but Separated,Total,Influenza (J09-J11),0,N/A,4047
Widowed,2020 **,Influenza (J09-J11),57,0.4,4050
Widowed,2021 **,Influenza (J09-J11),0,N/A,4053
Widowed,Total,Influenza (J09-J11),57,0.2,4056
Divorced,2020 **,Influenza (J09-J11),46,0.3,4059
Divorced,2021 **,Influenza (J09-J11),0,N/A,4062
Divorced,Total,Influenza (J09-J11),46,0.2,4065
Never Married,2020 **,Influenza (J09-J11),53,0.4,4068
Never Married,2021 **,Influenza (J09-J11),0,N/A,4071
Never Married,Total,Influenza (J09-J11),53,0.2,4074
Unknown,2020 **,Influenza (J09-J11),0,N/A,4077
Unknown,2021 **,Influenza (J09-J11),0,N/A,4080
Unknown,Total,Influenza (J09-J11),0,N/A,4083
Total,2020 **,Influenza (J09-J11),229,1.6,4086
Total,2021 **,Influenza (J09-J11),0,N/A,4089
Total,Total,Influenza (J09-J11),229,0.8,4092
Married,2020 **,Pneumonia (J12-J18),527,3.4,4095
Married,2021 **,Pneumonia (J12-J18),0,N/A,4098
Married,Total,Pneumonia (J12-J18),527,1.7,4101
Married but Separated,2020 **,Pneumonia (J12-J18),3,N/A,4104
Married but Separated,2021 **,Pneumonia (J12-J18),0,N/A,4107
Married but Separated,Total,Pneumonia (J12-J18),3,N/A,4110
Widowed,2020 **,Pneumonia (J12-J18),607,3.9,4113
Widowed,2021 **,Pneumonia (J12-J18),3,N/A,4116
Widowed,Total,Pneumonia (J12-J18),610,1.9,4119
Divorced,2020 **,Pneumonia (J12-J18),263,1.7,4122
Divorced,2021 **,Pneumonia (J12-J18),0,N/A,4125
Divorced,Total,Pneumonia (J12-J18),263,0.9,4128
Never Married,2020 **,Pneumonia (J12-J18),228,1.6,4131
Never Married,2021 **,Pneumonia (J12-J18),0,N/A,4134
Never Married,Total,Pneumonia (J12-J18),228,0.8,4137
Unknown,2020 **,Pneumonia (J12-J18),8,N/A,4140
Unknown,2021 **,Pneumonia (J12-J18),0,N/A,4143
Unknown,Total,Pneumonia (J12-J18),8,N/A,4146
Total,2020 **,Pneumonia (J12-J18),1636,10.7,4149
Total,2021 **,Pneumonia (J12-J18),3,N/A,4152
Total,Total,Pneumonia (J12-J18),1639,5.3,4155
Married,2020 **,Acute bronchitis and bronchiolitis (J20-J21),2,N/A,4158
Married,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4161
Married,Total,Acute bronchitis and bronchiolitis (J20-J21),2,N/A,4164
Married but Separated,2020 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4167
Married but Separated,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4170
Married but Separated,Total,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4173
Widowed,2020 **,Acute bronchitis and bronchiolitis (J20-J21),2,N/A,4176
Widowed,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4179
Widowed,Total,Acute bronchitis and bronchiolitis (J20-J21),2,N/A,4182
Divorced,2020 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4185
Divorced,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4188
Divorced,Total,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4191
Never Married,2020 **,Acute bronchitis and bronchiolitis (J20-J21),4,N/A,4194
Never Married,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4197
Never Married,Total,Acute bronchitis and bronchiolitis (J20-J21),4,N/A,4200
Unknown,2020 **,Acute bronchitis and bronchiolitis (J20-J21),1,N/A,4203
Unknown,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4206
Unknown,Total,Acute bronchitis and bronchiolitis (J20-J21),1,N/A,4209
Total,2020 **,Acute bronchitis and bronchiolitis (J20-J21),9,N/A,4212
Total,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,4215
Total,Total,Acute bronchitis and bronchiolitis (J20-J21),9,N/A,4218
Married,2020 **,Unspecified acute lower respiratory infection (J22U049U071),2929,19.2,4221
Married,2021 **,Unspecified acute lower respiratory infection (J22U049U071),5,N/A,4224
Married,Total,Unspecified acute lower respiratory infection (J22U049U071),2934,9.6,4227
Married but Separated,2020 **,Unspecified acute lower respiratory infection (J22U049U071),23,0.1,4230
Married but Separated,2021 **,Unspecified acute lower respiratory infection (J22U049U071),0,N/A,4233
Married but Separated,Total,Unspecified acute lower respiratory infection (J22U049U071),23,0.1,4236
Widowed,2020 **,Unspecified acute lower respiratory infection (J22U049U071),3483,22.2,4239
Widowed,2021 **,Unspecified acute lower respiratory infection (J22U049U071),9,N/A,4242
Widowed,Total,Unspecified acute lower respiratory infection (J22U049U071),3492,11.1,4245
Divorced,2020 **,Unspecified acute lower respiratory infection (J22U049U071),1519,9.8,4248
Divorced,2021 **,Unspecified acute lower respiratory infection (J22U049U071),2,N/A,4251
Divorced,Total,Unspecified acute lower respiratory infection (J22U049U071),1521,4.9,4254
Never Married,2020 **,Unspecified acute lower respiratory infection (J22U049U071),941,6.4,4257
Never Married,2021 **,Unspecified acute lower respiratory infection (J22U049U071),2,N/A,4260
Never Married,Total,Unspecified acute lower respiratory infection (J22U049U071),943,3.2,4263
Unknown,2020 **,Unspecified acute lower respiratory infection (J22U049U071),61,0.4,4266
Unknown,2021 **,Unspecified acute lower respiratory infection (J22U049U071),0,N/A,4269
Unknown,Total,Unspecified acute lower respiratory infection (J22U049U071),61,0.2,4272
Total,2020 **,Unspecified acute lower respiratory infection (J22U049U071),8956,58.0,4275
Total,2021 **,Unspecified acute lower respiratory infection (J22U049U071),18,0.1,4278
Total,Total,Unspecified acute lower respiratory infection (J22U049U071),8974,29.1,4281
Married,2020 **,Bronchitis chronic and unspecified (J40-J42),4,N/A,4284
Married,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4287
Married,Total,Bronchitis chronic and unspecified (J40-J42),4,N/A,4290
Married but Separated,2020 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4293
Married but Separated,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4296
Married but Separated,Total,Bronchitis chronic and unspecified (J40-J42),0,N/A,4299
Widowed,2020 **,Bronchitis chronic and unspecified (J40-J42),8,N/A,4302
Widowed,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4305
Widowed,Total,Bronchitis chronic and unspecified (J40-J42),8,N/A,4308
Divorced,2020 **,Bronchitis chronic and unspecified (J40-J42),2,N/A,4311
Divorced,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4314
Divorced,Total,Bronchitis chronic and unspecified (J40-J42),2,N/A,4317
Never Married,2020 **,Bronchitis chronic and unspecified (J40-J42),3,N/A,4320
Never Married,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4323
Never Married,Total,Bronchitis chronic and unspecified (J40-J42),3,N/A,4326
Unknown,2020 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4329
Unknown,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4332
Unknown,Total,Bronchitis chronic and unspecified (J40-J42),0,N/A,4335
Total,2020 **,Bronchitis chronic and unspecified (J40-J42),17,0.1,4338
Total,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,4341
Total,Total,Bronchitis chronic and unspecified (J40-J42),17,0.1,4344
Married,2020 **,Emphysema (J43),137,0.9,4347
Married,2021 **,Emphysema (J43),0,N/A,4350
Married,Total,Emphysema (J43),137,0.4,4353
Married but Separated,2020 **,Emphysema (J43),2,N/A,4356
Married but Separated,2021 **,Emphysema (J43),0,N/A,4359
Married but Separated,Total,Emphysema (J43),2,N/A,4362
Widowed,2020 **,Emphysema (J43),115,0.7,4365
Widowed,2021 **,Emphysema (J43),0,N/A,4368
Widowed,Total,Emphysema (J43),115,0.4,4371
Divorced,2020 **,Emphysema (J43),81,0.5,4374
Divorced,2021 **,Emphysema (J43),0,N/A,4377
Divorced,Total,Emphysema (J43),81,0.3,4380
Never Married,2020 **,Emphysema (J43),30,0.2,4383
Never Married,2021 **,Emphysema (J43),0,N/A,4386
Never Married,Total,Emphysema (J43),30,0.1,4389
Unknown,2020 **,Emphysema (J43),3,N/A,4392
Unknown,2021 **,Emphysema (J43),0,N/A,4395
Unknown,Total,Emphysema (J43),3,N/A,4398
Total,2020 **,Emphysema (J43),368,2.3,4401
Total,2021 **,Emphysema (J43),0,N/A,4404
Total,Total,Emphysema (J43),368,1.2,4407
Married,2020 **,Asthma (J45-J46),30,0.2,4410
Married,2021 **,Asthma (J45-J46),0,N/A,4413
Married,Total,Asthma (J45-J46),30,0.1,4416
Married but Separated,2020 **,Asthma (J45-J46),1,N/A,4419
Married but Separated,2021 **,Asthma (J45-J46),0,N/A,4422
Married but Separated,Total,Asthma (J45-J46),1,N/A,4425
Widowed,2020 **,Asthma (J45-J46),19,0.1,4428
Widowed,2021 **,Asthma (J45-J46),0,N/A,4431
Widowed,Total,Asthma (J45-J46),19,0.1,4434
Divorced,2020 **,Asthma (J45-J46),25,0.2,4437
Divorced,2021 **,Asthma (J45-J46),0,N/A,4440
Divorced,Total,Asthma (J45-J46),25,0.1,4443
Never Married,2020 **,Asthma (J45-J46),47,0.4,4446
Never Married,2021 **,Asthma (J45-J46),0,N/A,4449
Never Married,Total,Asthma (J45-J46),47,0.2,4452
Unknown,2020 **,Asthma (J45-J46),0,N/A,4455
Unknown,2021 **,Asthma (J45-J46),0,N/A,4458
Unknown,Total,Asthma (J45-J46),0,N/A,4461
Total,2020 **,Asthma (J45-J46),122,0.9,4464
Total,2021 **,Asthma (J45-J46),0,N/A,4467
Total,Total,Asthma (J45-J46),122,0.5,4470
Married,2020 **,Other chronic lower respiratory diseases (J44J47),1951,12.5,4473
Married,2021 **,Other chronic lower respiratory diseases (J44J47),3,N/A,4476
Married,Total,Other chronic lower respiratory diseases (J44J47),1954,6.3,4479
Married but Separated,2020 **,Other chronic lower respiratory diseases (J44J47),27,0.2,4482
Married but Separated,2021 **,Other chronic lower respiratory diseases (J44J47),0,N/A,4485
Married but Separated,Total,Other chronic lower respiratory diseases (J44J47),27,0.1,4488
Widowed,2020 **,Other chronic lower respiratory diseases (J44J47),2090,13.5,4491
Widowed,2021 **,Other chronic lower respiratory diseases (J44J47),3,N/A,4494
Widowed,Total,Other chronic lower respiratory diseases (J44J47),2093,6.8,4497
Divorced,2020 **,Other chronic lower respiratory diseases (J44J47),1381,8.7,4500
Divorced,2021 **,Other chronic lower respiratory diseases (J44J47),2,N/A,4503
Divorced,Total,Other chronic lower respiratory diseases (J44J47),1383,4.3,4506
Never Married,2020 **,Other chronic lower respiratory diseases (J44J47),462,2.9,4509
Never Married,2021 **,Other chronic lower respiratory diseases (J44J47),0,N/A,4512
Never Married,Total,Other chronic lower respiratory diseases (J44J47),462,1.4,4515
Unknown,2020 **,Other chronic lower respiratory diseases (J44J47),33,0.2,4518
Unknown,2021 **,Other chronic lower respiratory diseases (J44J47),0,N/A,4521
Unknown,Total,Other chronic lower respiratory diseases (J44J47),33,0.1,4524
Total,2020 **,Other chronic lower respiratory diseases (J44J47),5944,37.9,4527
Total,2021 **,Other chronic lower respiratory diseases (J44J47),8,N/A,4530
Total,Total,Other chronic lower respiratory diseases (J44J47),5952,19.0,4533
Married,2020 **,Pneumoconioses and chemical effects (J60-J66J68),15,0.1,4536
Married,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4539
Married,Total,Pneumoconioses and chemical effects (J60-J66J68),15,0.0,4542
Married but Separated,2020 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4545
Married but Separated,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4548
Married but Separated,Total,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4551
Widowed,2020 **,Pneumoconioses and chemical effects (J60-J66J68),4,N/A,4554
Widowed,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4557
Widowed,Total,Pneumoconioses and chemical effects (J60-J66J68),4,N/A,4560
Divorced,2020 **,Pneumoconioses and chemical effects (J60-J66J68),1,N/A,4563
Divorced,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4566
Divorced,Total,Pneumoconioses and chemical effects (J60-J66J68),1,N/A,4569
Never Married,2020 **,Pneumoconioses and chemical effects (J60-J66J68),1,N/A,4572
Never Married,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4575
Never Married,Total,Pneumoconioses and chemical effects (J60-J66J68),1,N/A,4578
Unknown,2020 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4581
Unknown,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4584
Unknown,Total,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4587
Total,2020 **,Pneumoconioses and chemical effects (J60-J66J68),21,0.1,4590
Total,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,4593
Total,Total,Pneumoconioses and chemical effects (J60-J66J68),21,0.1,4596
Married,2020 **,Pneumonitis due to solids and liquids (J69),256,1.7,4599
Married,2021 **,Pneumonitis due to solids and liquids (J69),0,N/A,4602
Married,Total,Pneumonitis due to solids and liquids (J69),256,0.8,4605
Married but Separated,2020 **,Pneumonitis due to solids and liquids (J69),3,N/A,4608
Married but Separated,2021 **,Pneumonitis due to solids and liquids (J69),0,N/A,4611
Married but Separated,Total,Pneumonitis due to solids and liquids (J69),3,N/A,4614
Widowed,2020 **,Pneumonitis due to solids and liquids (J69),280,1.7,4617
Widowed,2021 **,Pneumonitis due to solids and liquids (J69),1,N/A,4620
Widowed,Total,Pneumonitis due to solids and liquids (J69),281,0.9,4623
Divorced,2020 **,Pneumonitis due to solids and liquids (J69),122,0.8,4626
Divorced,2021 **,Pneumonitis due to solids and liquids (J69),0,N/A,4629
Divorced,Total,Pneumonitis due to solids and liquids (J69),122,0.4,4632
Never Married,2020 **,Pneumonitis due to solids and liquids (J69),113,0.8,4635
Never Married,2021 **,Pneumonitis due to solids and liquids (J69),1,N/A,4638
Never Married,Total,Pneumonitis due to solids and liquids (J69),114,0.4,4641
Unknown,2020 **,Pneumonitis due to solids and liquids (J69),3,N/A,4644
Unknown,2021 **,Pneumonitis due to solids and liquids (J69),0,N/A,4647
Unknown,Total,Pneumonitis due to solids and liquids (J69),3,N/A,4650
Total,2020 **,Pneumonitis due to solids and liquids (J69),777,5.0,4653
Total,2021 **,Pneumonitis due to solids and liquids (J69),2,N/A,4656
Total,Total,Pneumonitis due to solids and liquids (J69),779,2.5,4659
Married,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),763,4.9,4662
Married,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,4665
Married,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),763,2.5,4668
Married but Separated,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),6,N/A,4671
Married but Separated,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,4674
Married but Separated,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),6,N/A,4677
Widowed,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),643,4.2,4680
Widowed,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,4683
Widowed,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),643,2.1,4686
Divorced,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),346,2.3,4689
Divorced,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1,N/A,4692
Divorced,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),347,1.1,4695
Never Married,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),204,1.5,4698
Never Married,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,4701
Never Married,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),204,0.8,4704
Unknown,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),5,N/A,4707
Unknown,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,4710
Unknown,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),5,N/A,4713
Total,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1967,12.9,4716
Total,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1,N/A,4719
Total,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1968,6.5,4722
Married,2020 **,Peptic ulcer (K25-K28),38,0.3,4725
Married,2021 **,Peptic ulcer (K25-K28),0,N/A,4728
Married,Total,Peptic ulcer (K25-K28),38,0.1,4731
Married but Separated,2020 **,Peptic ulcer (K25-K28),0,N/A,4734
Married but Separated,2021 **,Peptic ulcer (K25-K28),0,N/A,4737
Married but Separated,Total,Peptic ulcer (K25-K28),0,N/A,4740
Widowed,2020 **,Peptic ulcer (K25-K28),53,0.3,4743
Widowed,2021 **,Peptic ulcer (K25-K28),0,N/A,4746
Widowed,Total,Peptic ulcer (K25-K28),53,0.2,4749
Divorced,2020 **,Peptic ulcer (K25-K28),34,0.2,4752
Divorced,2021 **,Peptic ulcer (K25-K28),0,N/A,4755
Divorced,Total,Peptic ulcer (K25-K28),34,0.1,4758
Never Married,2020 **,Peptic ulcer (K25-K28),10,0.1,4761
Never Married,2021 **,Peptic ulcer (K25-K28),0,N/A,4764
Never Married,Total,Peptic ulcer (K25-K28),10,0.0,4767
Unknown,2020 **,Peptic ulcer (K25-K28),0,N/A,4770
Unknown,2021 **,Peptic ulcer (K25-K28),0,N/A,4773
Unknown,Total,Peptic ulcer (K25-K28),0,N/A,4776
Total,2020 **,Peptic ulcer (K25-K28),135,0.9,4779
Total,2021 **,Peptic ulcer (K25-K28),0,N/A,4782
Total,Total,Peptic ulcer (K25-K28),135,0.4,4785
Married,2020 **,Diseases of appendix (K35-K38),4,N/A,4788
Married,2021 **,Diseases of appendix (K35-K38),0,N/A,4791
Married,Total,Diseases of appendix (K35-K38),4,N/A,4794
Married but Separated,2020 **,Diseases of appendix (K35-K38),0,N/A,4797
Married but Separated,2021 **,Diseases of appendix (K35-K38),0,N/A,4800
Married but Separated,Total,Diseases of appendix (K35-K38),0,N/A,4803
Widowed,2020 **,Diseases of appendix (K35-K38),1,N/A,4806
Widowed,2021 **,Diseases of appendix (K35-K38),0,N/A,4809
Widowed,Total,Diseases of appendix (K35-K38),1,N/A,4812
Divorced,2020 **,Diseases of appendix (K35-K38),2,N/A,4815
Divorced,2021 **,Diseases of appendix (K35-K38),0,N/A,4818
Divorced,Total,Diseases of appendix (K35-K38),2,N/A,4821
Never Married,2020 **,Diseases of appendix (K35-K38),3,N/A,4824
Never Married,2021 **,Diseases of appendix (K35-K38),0,N/A,4827
Never Married,Total,Diseases of appendix (K35-K38),3,N/A,4830
Unknown,2020 **,Diseases of appendix (K35-K38),0,N/A,4833
Unknown,2021 **,Diseases of appendix (K35-K38),0,N/A,4836
Unknown,Total,Diseases of appendix (K35-K38),0,N/A,4839
Total,2020 **,Diseases of appendix (K35-K38),10,0.1,4842
Total,2021 **,Diseases of appendix (K35-K38),0,N/A,4845
Total,Total,Diseases of appendix (K35-K38),10,0.0,4848
Married,2020 **,Hernia (K40-K46),22,0.2,4851
Married,2021 **,Hernia (K40-K46),1,N/A,4854
Married,Total,Hernia (K40-K46),23,0.1,4857
Married but Separated,2020 **,Hernia (K40-K46),0,N/A,4860
Married but Separated,2021 **,Hernia (K40-K46),0,N/A,4863
Married but Separated,Total,Hernia (K40-K46),0,N/A,4866
Widowed,2020 **,Hernia (K40-K46),23,0.1,4869
Widowed,2021 **,Hernia (K40-K46),0,N/A,4872
Widowed,Total,Hernia (K40-K46),23,0.1,4875
Divorced,2020 **,Hernia (K40-K46),7,N/A,4878
Divorced,2021 **,Hernia (K40-K46),0,N/A,4881
Divorced,Total,Hernia (K40-K46),7,N/A,4884
Never Married,2020 **,Hernia (K40-K46),7,N/A,4887
Never Married,2021 **,Hernia (K40-K46),0,N/A,4890
Never Married,Total,Hernia (K40-K46),7,N/A,4893
Unknown,2020 **,Hernia (K40-K46),1,N/A,4896
Unknown,2021 **,Hernia (K40-K46),0,N/A,4899
Unknown,Total,Hernia (K40-K46),1,N/A,4902
Total,2020 **,Hernia (K40-K46),60,0.4,4905
Total,2021 **,Hernia (K40-K46),1,N/A,4908
Total,Total,Hernia (K40-K46),61,0.2,4911
Married,2020 **,Alcoholic liver disease (K70),265,1.9,4914
Married,2021 **,Alcoholic liver disease (K70),0,N/A,4917
Married,Total,Alcoholic liver disease (K70),265,0.9,4920
Married but Separated,2020 **,Alcoholic liver disease (K70),9,N/A,4923
Married but Separated,2021 **,Alcoholic liver disease (K70),0,N/A,4926
Married but Separated,Total,Alcoholic liver disease (K70),9,N/A,4929
Widowed,2020 **,Alcoholic liver disease (K70),57,0.4,4932
Widowed,2021 **,Alcoholic liver disease (K70),0,N/A,4935
Widowed,Total,Alcoholic liver disease (K70),57,0.2,4938
Divorced,2020 **,Alcoholic liver disease (K70),314,2.2,4941
Divorced,2021 **,Alcoholic liver disease (K70),0,N/A,4944
Divorced,Total,Alcoholic liver disease (K70),314,1.1,4947
Never Married,2020 **,Alcoholic liver disease (K70),179,1.4,4950
Never Married,2021 **,Alcoholic liver disease (K70),0,N/A,4953
Never Married,Total,Alcoholic liver disease (K70),179,0.7,4956
Unknown,2020 **,Alcoholic liver disease (K70),5,N/A,4959
Unknown,2021 **,Alcoholic liver disease (K70),0,N/A,4962
Unknown,Total,Alcoholic liver disease (K70),5,N/A,4965
Total,2020 **,Alcoholic liver disease (K70),829,5.9,4968
Total,2021 **,Alcoholic liver disease (K70),0,N/A,4971
Total,Total,Alcoholic liver disease (K70),829,3.0,4974
Married,2020 **,Other chronic liver disease and cirrhosis (K73-K74),296,1.9,4977
Married,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,4980
Married,Total,Other chronic liver disease and cirrhosis (K73-K74),296,1.0,4983
Married but Separated,2020 **,Other chronic liver disease and cirrhosis (K73-K74),2,N/A,4986
Married but Separated,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,4989
Married but Separated,Total,Other chronic liver disease and cirrhosis (K73-K74),2,N/A,4992
Widowed,2020 **,Other chronic liver disease and cirrhosis (K73-K74),140,0.9,4995
Widowed,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,4998
Widowed,Total,Other chronic liver disease and cirrhosis (K73-K74),140,0.4,5001
Divorced,2020 **,Other chronic liver disease and cirrhosis (K73-K74),209,1.4,5004
Divorced,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,5007
Divorced,Total,Other chronic liver disease and cirrhosis (K73-K74),209,0.7,5010
Never Married,2020 **,Other chronic liver disease and cirrhosis (K73-K74),119,0.9,5013
Never Married,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,5016
Never Married,Total,Other chronic liver disease and cirrhosis (K73-K74),119,0.5,5019
Unknown,2020 **,Other chronic liver disease and cirrhosis (K73-K74),7,N/A,5022
Unknown,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,5025
Unknown,Total,Other chronic liver disease and cirrhosis (K73-K74),7,N/A,5028
Total,2020 **,Other chronic liver disease and cirrhosis (K73-K74),773,5.2,5031
Total,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,5034
Total,Total,Other chronic liver disease and cirrhosis (K73-K74),773,2.6,5037
Married,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),43,0.3,5040
Married,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5043
Married,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),43,0.1,5046
Married but Separated,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5049
Married but Separated,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5052
Married but Separated,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5055
Widowed,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),60,0.4,5058
Widowed,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5061
Widowed,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),60,0.2,5064
Divorced,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),21,0.1,5067
Divorced,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5070
Divorced,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),21,0.1,5073
Never Married,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),8,N/A,5076
Never Married,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5079
Never Married,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),8,N/A,5082
Unknown,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5085
Unknown,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,5088
