DeathSexSexDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Male,2021 **,Aortic aneurysm and dissection (I71),1,N/A,2208
Male,Total,Aortic aneurysm and dissection (I71),232,1.8,2211
Unknown,2020 **,Aortic aneurysm and dissection (I71),0,N/A,2214
Unknown,2021 **,Aortic aneurysm and dissection (I71),0,N/A,2217
Unknown,Total,Aortic aneurysm and dissection (I71),0,N/A,2220
Total,2020 **,Aortic aneurysm and dissection (I71),395,2.6,2223
Total,2021 **,Aortic aneurysm and dissection (I71),1,N/A,2226
Total,Total,Aortic aneurysm and dissection (I71),396,1.3,2229
Female,2020 **,Other diseases of arteries arterioles and capillaries (I72-I78),209,2.3,2232
Female,2021 **,Other diseases of arteries arterioles and capillaries (I72-I78),1,N/A,2235
Female,Total,Other diseases of arteries arterioles and capillaries (I72-I78),210,1.2,2238
Male,2020 **,Other diseases of arteries arterioles and capillaries (I72-I78),232,3.5,2241
Male,2021 **,Other diseases of arteries arterioles and capillaries (I72-I78),1,N/A,2244
Male,Total,Other diseases of arteries arterioles and capillaries (I72-I78),233,1.8,2247
Unknown,2020 **,Other diseases of arteries arterioles and capillaries (I72-I78),0,N/A,2250
Unknown,2021 **,Other diseases of arteries arterioles and capillaries (I72-I78),0,N/A,2253
Unknown,Total,Other diseases of arteries arterioles and capillaries (I72-I78),0,N/A,2256
Total,2020 **,Other diseases of arteries arterioles and capillaries (I72-I78),441,2.8,2259
Total,2021 **,Other diseases of arteries arterioles and capillaries (I72-I78),2,N/A,2262
Total,Total,Other diseases of arteries arterioles and capillaries (I72-I78),443,1.4,2265
Female,2020 **,Other disorders of circulatory system (I80-I99),63,0.9,2268
Female,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,2271
Female,Total,Other disorders of circulatory system (I80-I99),63,0.4,2274
Male,2020 **,Other disorders of circulatory system (I80-I99),91,1.5,2277
Male,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,2280
Male,Total,Other disorders of circulatory system (I80-I99),91,0.7,2283
Unknown,2020 **,Other disorders of circulatory system (I80-I99),0,N/A,2286
Unknown,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,2289
Unknown,Total,Other disorders of circulatory system (I80-I99),0,N/A,2292
Total,2020 **,Other disorders of circulatory system (I80-I99),154,1.1,2295
Total,2021 **,Other disorders of circulatory system (I80-I99),0,N/A,2298
Total,Total,Other disorders of circulatory system (I80-I99),154,0.6,2301
Female,2020 **,Influenza (J09-J11),117,1.5,2304
Female,2021 **,Influenza (J09-J11),0,N/A,2307
Female,Total,Influenza (J09-J11),117,0.7,2310
Male,2020 **,Influenza (J09-J11),112,1.7,2313
Male,2021 **,Influenza (J09-J11),0,N/A,2316
Male,Total,Influenza (J09-J11),112,0.8,2319
Unknown,2020 **,Influenza (J09-J11),0,N/A,2322
Unknown,2021 **,Influenza (J09-J11),0,N/A,2325
Unknown,Total,Influenza (J09-J11),0,N/A,2328
Total,2020 **,Influenza (J09-J11),229,1.6,2331
Total,2021 **,Influenza (J09-J11),0,N/A,2334
Total,Total,Influenza (J09-J11),229,0.8,2337
Female,2020 **,Pneumonia (J12-J18),793,8.8,2340
Female,2021 **,Pneumonia (J12-J18),1,N/A,2343
Female,Total,Pneumonia (J12-J18),794,4.4,2346
Male,2020 **,Pneumonia (J12-J18),843,13.1,2349
Male,2021 **,Pneumonia (J12-J18),2,N/A,2352
Male,Total,Pneumonia (J12-J18),845,6.6,2355
Unknown,2020 **,Pneumonia (J12-J18),0,N/A,2358
Unknown,2021 **,Pneumonia (J12-J18),0,N/A,2361
Unknown,Total,Pneumonia (J12-J18),0,N/A,2364
Total,2020 **,Pneumonia (J12-J18),1636,10.7,2367
Total,2021 **,Pneumonia (J12-J18),3,N/A,2370
Total,Total,Pneumonia (J12-J18),1639,5.3,2373
Female,2020 **,Acute bronchitis and bronchiolitis (J20-J21),4,N/A,2376
Female,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,2379
Female,Total,Acute bronchitis and bronchiolitis (J20-J21),4,N/A,2382
Male,2020 **,Acute bronchitis and bronchiolitis (J20-J21),5,N/A,2385
Male,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,2388
Male,Total,Acute bronchitis and bronchiolitis (J20-J21),5,N/A,2391
Unknown,2020 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,2394
Unknown,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,2397
Unknown,Total,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,2400
Total,2020 **,Acute bronchitis and bronchiolitis (J20-J21),9,N/A,2403
Total,2021 **,Acute bronchitis and bronchiolitis (J20-J21),0,N/A,2406
Total,Total,Acute bronchitis and bronchiolitis (J20-J21),9,N/A,2409
Female,2020 **,Unspecified acute lower respiratory infection (J22U049U071),4260,46.6,2412
Female,2021 **,Unspecified acute lower respiratory infection (J22U049U071),8,N/A,2415
Female,Total,Unspecified acute lower respiratory infection (J22U049U071),4268,23.4,2418
Male,2020 **,Unspecified acute lower respiratory infection (J22U049U071),4696,73.4,2421
Male,2021 **,Unspecified acute lower respiratory infection (J22U049U071),10,0.1,2424
Male,Total,Unspecified acute lower respiratory infection (J22U049U071),4706,36.8,2427
Unknown,2020 **,Unspecified acute lower respiratory infection (J22U049U071),0,N/A,2430
Unknown,2021 **,Unspecified acute lower respiratory infection (J22U049U071),0,N/A,2433
Unknown,Total,Unspecified acute lower respiratory infection (J22U049U071),0,N/A,2436
Total,2020 **,Unspecified acute lower respiratory infection (J22U049U071),8956,58.0,2439
Total,2021 **,Unspecified acute lower respiratory infection (J22U049U071),18,0.1,2442
Total,Total,Unspecified acute lower respiratory infection (J22U049U071),8974,29.1,2445
Female,2020 **,Bronchitis chronic and unspecified (J40-J42),11,0.1,2448
Female,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,2451
Female,Total,Bronchitis chronic and unspecified (J40-J42),11,0.1,2454
Male,2020 **,Bronchitis chronic and unspecified (J40-J42),6,N/A,2457
Male,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,2460
Male,Total,Bronchitis chronic and unspecified (J40-J42),6,N/A,2463
Unknown,2020 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,2466
Unknown,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,2469
Unknown,Total,Bronchitis chronic and unspecified (J40-J42),0,N/A,2472
Total,2020 **,Bronchitis chronic and unspecified (J40-J42),17,0.1,2475
Total,2021 **,Bronchitis chronic and unspecified (J40-J42),0,N/A,2478
Total,Total,Bronchitis chronic and unspecified (J40-J42),17,0.1,2481
Female,2020 **,Emphysema (J43),173,1.9,2484
Female,2021 **,Emphysema (J43),0,N/A,2487
Female,Total,Emphysema (J43),173,0.9,2490
Male,2020 **,Emphysema (J43),195,2.9,2493
Male,2021 **,Emphysema (J43),0,N/A,2496
Male,Total,Emphysema (J43),195,1.4,2499
Unknown,2020 **,Emphysema (J43),0,N/A,2502
Unknown,2021 **,Emphysema (J43),0,N/A,2505
Unknown,Total,Emphysema (J43),0,N/A,2508
Total,2020 **,Emphysema (J43),368,2.3,2511
Total,2021 **,Emphysema (J43),0,N/A,2514
Total,Total,Emphysema (J43),368,1.2,2517
Female,2020 **,Asthma (J45-J46),65,0.9,2520
Female,2021 **,Asthma (J45-J46),0,N/A,2523
Female,Total,Asthma (J45-J46),65,0.5,2526
Male,2020 **,Asthma (J45-J46),57,0.9,2529
Male,2021 **,Asthma (J45-J46),0,N/A,2532
Male,Total,Asthma (J45-J46),57,0.5,2535
Unknown,2020 **,Asthma (J45-J46),0,N/A,2538
Unknown,2021 **,Asthma (J45-J46),0,N/A,2541
Unknown,Total,Asthma (J45-J46),0,N/A,2544
Total,2020 **,Asthma (J45-J46),122,0.9,2547
Total,2021 **,Asthma (J45-J46),0,N/A,2550
Total,Total,Asthma (J45-J46),122,0.5,2553
Female,2020 **,Other chronic lower respiratory diseases (J44J47),3127,35.1,2556
Female,2021 **,Other chronic lower respiratory diseases (J44J47),4,N/A,2559
Female,Total,Other chronic lower respiratory diseases (J44J47),3131,17.6,2562
Male,2020 **,Other chronic lower respiratory diseases (J44J47),2817,42.0,2565
Male,2021 **,Other chronic lower respiratory diseases (J44J47),4,N/A,2568
Male,Total,Other chronic lower respiratory diseases (J44J47),2821,21.0,2571
Unknown,2020 **,Other chronic lower respiratory diseases (J44J47),0,N/A,2574
Unknown,2021 **,Other chronic lower respiratory diseases (J44J47),0,N/A,2577
Unknown,Total,Other chronic lower respiratory diseases (J44J47),0,N/A,2580
Total,2020 **,Other chronic lower respiratory diseases (J44J47),5944,37.9,2583
Total,2021 **,Other chronic lower respiratory diseases (J44J47),8,N/A,2586
Total,Total,Other chronic lower respiratory diseases (J44J47),5952,19.0,2589
Female,2020 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2592
Female,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2595
Female,Total,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2598
Male,2020 **,Pneumoconioses and chemical effects (J60-J66J68),21,0.3,2601
Male,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2604
Male,Total,Pneumoconioses and chemical effects (J60-J66J68),21,0.2,2607
Unknown,2020 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2610
Unknown,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2613
Unknown,Total,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2616
Total,2020 **,Pneumoconioses and chemical effects (J60-J66J68),21,0.1,2619
Total,2021 **,Pneumoconioses and chemical effects (J60-J66J68),0,N/A,2622
Total,Total,Pneumoconioses and chemical effects (J60-J66J68),21,0.1,2625
Female,2020 **,Pneumonitis due to solids and liquids (J69),333,3.6,2628
Female,2021 **,Pneumonitis due to solids and liquids (J69),0,N/A,2631
Female,Total,Pneumonitis due to solids and liquids (J69),333,1.8,2634
Male,2020 **,Pneumonitis due to solids and liquids (J69),444,7.1,2637
Male,2021 **,Pneumonitis due to solids and liquids (J69),2,N/A,2640
Male,Total,Pneumonitis due to solids and liquids (J69),446,3.6,2643
Unknown,2020 **,Pneumonitis due to solids and liquids (J69),0,N/A,2646
Unknown,2021 **,Pneumonitis due to solids and liquids (J69),0,N/A,2649
Unknown,Total,Pneumonitis due to solids and liquids (J69),0,N/A,2652
Total,2020 **,Pneumonitis due to solids and liquids (J69),777,5.0,2655
Total,2021 **,Pneumonitis due to solids and liquids (J69),2,N/A,2658
Total,Total,Pneumonitis due to solids and liquids (J69),779,2.5,2661
Female,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),971,11.1,2664
Female,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1,N/A,2667
Female,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),972,5.5,2670
Male,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),996,15.4,2673
Male,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,2676
Male,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),996,7.7,2679
Unknown,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,2682
Unknown,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,2685
Unknown,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),0,N/A,2688
Total,2020 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1967,12.9,2691
Total,2021 **,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1,N/A,2694
Total,Total,Other diseases of respiratory system (J00-J06J30-J39J67J70-J98),1968,6.5,2697
Female,2020 **,Peptic ulcer (K25-K28),68,0.8,2700
Female,2021 **,Peptic ulcer (K25-K28),0,N/A,2703
Female,Total,Peptic ulcer (K25-K28),68,0.4,2706
Male,2020 **,Peptic ulcer (K25-K28),67,1.0,2709
Male,2021 **,Peptic ulcer (K25-K28),0,N/A,2712
Male,Total,Peptic ulcer (K25-K28),67,0.5,2715
Unknown,2020 **,Peptic ulcer (K25-K28),0,N/A,2718
Unknown,2021 **,Peptic ulcer (K25-K28),0,N/A,2721
Unknown,Total,Peptic ulcer (K25-K28),0,N/A,2724
Total,2020 **,Peptic ulcer (K25-K28),135,0.9,2727
Total,2021 **,Peptic ulcer (K25-K28),0,N/A,2730
Total,Total,Peptic ulcer (K25-K28),135,0.4,2733
Female,2020 **,Diseases of appendix (K35-K38),2,N/A,2736
Female,2021 **,Diseases of appendix (K35-K38),0,N/A,2739
Female,Total,Diseases of appendix (K35-K38),2,N/A,2742
Male,2020 **,Diseases of appendix (K35-K38),8,N/A,2745
Male,2021 **,Diseases of appendix (K35-K38),0,N/A,2748
Male,Total,Diseases of appendix (K35-K38),8,N/A,2751
Unknown,2020 **,Diseases of appendix (K35-K38),0,N/A,2754
Unknown,2021 **,Diseases of appendix (K35-K38),0,N/A,2757
Unknown,Total,Diseases of appendix (K35-K38),0,N/A,2760
Total,2020 **,Diseases of appendix (K35-K38),10,0.1,2763
Total,2021 **,Diseases of appendix (K35-K38),0,N/A,2766
Total,Total,Diseases of appendix (K35-K38),10,0.0,2769
Female,2020 **,Hernia (K40-K46),36,0.4,2772
Female,2021 **,Hernia (K40-K46),1,N/A,2775
Female,Total,Hernia (K40-K46),37,0.2,2778
Male,2020 **,Hernia (K40-K46),24,0.4,2781
Male,2021 **,Hernia (K40-K46),0,N/A,2784
Male,Total,Hernia (K40-K46),24,0.2,2787
Unknown,2020 **,Hernia (K40-K46),0,N/A,2790
Unknown,2021 **,Hernia (K40-K46),0,N/A,2793
Unknown,Total,Hernia (K40-K46),0,N/A,2796
Total,2020 **,Hernia (K40-K46),60,0.4,2799
Total,2021 **,Hernia (K40-K46),1,N/A,2802
Total,Total,Hernia (K40-K46),61,0.2,2805
Female,2020 **,Alcoholic liver disease (K70),260,3.8,2808
Female,2021 **,Alcoholic liver disease (K70),0,N/A,2811
Female,Total,Alcoholic liver disease (K70),260,1.9,2814
Male,2020 **,Alcoholic liver disease (K70),569,8.3,2817
Male,2021 **,Alcoholic liver disease (K70),0,N/A,2820
Male,Total,Alcoholic liver disease (K70),569,4.1,2823
Unknown,2020 **,Alcoholic liver disease (K70),0,N/A,2826
Unknown,2021 **,Alcoholic liver disease (K70),0,N/A,2829
Unknown,Total,Alcoholic liver disease (K70),0,N/A,2832
Total,2020 **,Alcoholic liver disease (K70),829,5.9,2835
Total,2021 **,Alcoholic liver disease (K70),0,N/A,2838
Total,Total,Alcoholic liver disease (K70),829,3.0,2841
Female,2020 **,Other chronic liver disease and cirrhosis (K73-K74),352,4.4,2844
Female,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,2847
Female,Total,Other chronic liver disease and cirrhosis (K73-K74),352,2.2,2850
Male,2020 **,Other chronic liver disease and cirrhosis (K73-K74),421,6.1,2853
Male,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,2856
Male,Total,Other chronic liver disease and cirrhosis (K73-K74),421,3.0,2859
Unknown,2020 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,2862
Unknown,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,2865
Unknown,Total,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,2868
Total,2020 **,Other chronic liver disease and cirrhosis (K73-K74),773,5.2,2871
Total,2021 **,Other chronic liver disease and cirrhosis (K73-K74),0,N/A,2874
Total,Total,Other chronic liver disease and cirrhosis (K73-K74),773,2.6,2877
Female,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),75,0.8,2880
Female,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,2883
Female,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),75,0.4,2886
Male,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),57,0.9,2889
Male,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,2892
Male,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),57,0.4,2895
Unknown,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,2898
Unknown,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,2901
Unknown,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,2904
Total,2020 **,Cholelithiasis and other disorders of gallbladder (K80-K82),132,0.9,2907
Total,2021 **,Cholelithiasis and other disorders of gallbladder (K80-K82),0,N/A,2910
Total,Total,Cholelithiasis and other disorders of gallbladder (K80-K82),132,0.4,2913
Female,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),10,0.1,2916
Female,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,2919
Female,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),10,0.1,2922
Male,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),16,0.3,2925
Male,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,2928
Male,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),16,0.1,2931
Unknown,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,2934
Unknown,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,2937
Unknown,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,2940
Total,2020 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),26,0.2,2943
Total,2021 **,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),0,N/A,2946
Total,Total,Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01N04),26,0.1,2949
Female,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),7,N/A,2952
Female,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,2955
Female,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),7,N/A,2958
Male,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),3,N/A,2961
Male,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,2964
Male,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),3,N/A,2967
Unknown,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,2970
Unknown,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,2973
Unknown,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,2976
Total,2020 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),10,0.1,2979
Total,2021 **,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),0,N/A,2982
Total,Total,Chronic glomerulonephritis nephritis and nephritis not specified as acute or chronicand renal sclerosis unspecified (N02-N03N05-N07N26),10,0.0,2985
Female,2020 **,Renal failure (N17-N19),996,11.1,2988
Female,2021 **,Renal failure (N17-N19),1,N/A,2991
Female,Total,Renal failure (N17-N19),997,5.6,2994
Male,2020 **,Renal failure (N17-N19),962,14.8,2997
Male,2021 **,Renal failure (N17-N19),3,N/A,3000
Male,Total,Renal failure (N17-N19),965,7.4,3003
Unknown,2020 **,Renal failure (N17-N19),0,N/A,3006
Unknown,2021 **,Renal failure (N17-N19),0,N/A,3009
Unknown,Total,Renal failure (N17-N19),0,N/A,3012
Total,2020 **,Renal failure (N17-N19),1958,12.7,3015
Total,2021 **,Renal failure (N17-N19),4,N/A,3018
Total,Total,Renal failure (N17-N19),1962,6.3,3021
Female,2020 **,Other disorders of kidney (N25N27),0,N/A,3024
Female,2021 **,Other disorders of kidney (N25N27),0,N/A,3027
Female,Total,Other disorders of kidney (N25N27),0,N/A,3030
Male,2020 **,Other disorders of kidney (N25N27),0,N/A,3033
Male,2021 **,Other disorders of kidney (N25N27),0,N/A,3036
Male,Total,Other disorders of kidney (N25N27),0,N/A,3039
Unknown,2020 **,Other disorders of kidney (N25N27),0,N/A,3042
Unknown,2021 **,Other disorders of kidney (N25N27),0,N/A,3045
Unknown,Total,Other disorders of kidney (N25N27),0,N/A,3048
Total,2020 **,Other disorders of kidney (N25N27),0,N/A,3051
Total,2021 **,Other disorders of kidney (N25N27),0,N/A,3054
Total,Total,Other disorders of kidney (N25N27),0,N/A,3057
Female,2020 **,Infections of kidney (N10-N12N13.6N15.1),21,0.3,3060
Female,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,3063
Female,Total,Infections of kidney (N10-N12N13.6N15.1),21,0.1,3066
Male,2020 **,Infections of kidney (N10-N12N13.6N15.1),17,0.2,3069
Male,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,3072
Male,Total,Infections of kidney (N10-N12N13.6N15.1),17,0.1,3075
Unknown,2020 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,3078
Unknown,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,3081
Unknown,Total,Infections of kidney (N10-N12N13.6N15.1),0,N/A,3084
Total,2020 **,Infections of kidney (N10-N12N13.6N15.1),38,0.3,3087
Total,2021 **,Infections of kidney (N10-N12N13.6N15.1),0,N/A,3090
Total,Total,Infections of kidney (N10-N12N13.6N15.1),38,0.1,3093
Female,2020 **,Hyperplasia of prostate (N40),0,N/A,3096
Female,2021 **,Hyperplasia of prostate (N40),0,N/A,3099
Female,Total,Hyperplasia of prostate (N40),0,N/A,3102
Male,2020 **,Hyperplasia of prostate (N40),19,0.3,3105
Male,2021 **,Hyperplasia of prostate (N40),0,N/A,3108
Male,Total,Hyperplasia of prostate (N40),19,0.2,3111
Unknown,2020 **,Hyperplasia of prostate (N40),0,N/A,3114
Unknown,2021 **,Hyperplasia of prostate (N40),0,N/A,3117
Unknown,Total,Hyperplasia of prostate (N40),0,N/A,3120
Total,2020 **,Hyperplasia of prostate (N40),19,0.1,3123
Total,2021 **,Hyperplasia of prostate (N40),0,N/A,3126
Total,Total,Hyperplasia of prostate (N40),19,0.1,3129
Female,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),8,N/A,3132
Female,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3135
Female,Total,Inflammatory diseases of female pelvic organs (N70-N76),8,N/A,3138
Male,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3141
Male,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3144
Male,Total,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3147
Unknown,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3150
Unknown,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3153
Unknown,Total,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3156
Total,2020 **,Inflammatory diseases of female pelvic organs (N70-N76),8,N/A,3159
Total,2021 **,Inflammatory diseases of female pelvic organs (N70-N76),0,N/A,3162
Total,Total,Inflammatory diseases of female pelvic organs (N70-N76),8,N/A,3165
Female,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3168
Female,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3171
Female,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,3174
Male,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3177
Male,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3180
Male,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,3183
Unknown,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3186
Unknown,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3189
Unknown,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,3192
Total,2020 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3195
Total,2021 **,Pregnancy with abortive outcome (O00-O07),0,N/A,3198
Total,Total,Pregnancy with abortive outcome (O00-O07),0,N/A,3201
Female,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),23,0.4,3204
Female,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3207
Female,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),23,0.2,3210
Male,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3213
Male,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3216
Male,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3219
Unknown,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3222
Unknown,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3225
Unknown,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3228
Total,2020 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),23,0.2,3231
Total,2021 **,Other complications of pregnancy childbirth and the puerperium (O10-O99),0,N/A,3234
Total,Total,Other complications of pregnancy childbirth and the puerperium (O10-O99),23,0.1,3237
Female,2020 **,Certain conditions originating in the perinatal period (P00-P96),162,3.4,3240
Female,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,3243
Female,Total,Certain conditions originating in the perinatal period (P00-P96),162,1.7,3246
Male,2020 **,Certain conditions originating in the perinatal period (P00-P96),213,4.3,3249
Male,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,3252
Male,Total,Certain conditions originating in the perinatal period (P00-P96),213,2.2,3255
Unknown,2020 **,Certain conditions originating in the perinatal period (P00-P96),1,N/A,3258
Unknown,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,3261
Unknown,Total,Certain conditions originating in the perinatal period (P00-P96),1,N/A,3264
Total,2020 **,Certain conditions originating in the perinatal period (P00-P96),376,3.9,3267
Total,2021 **,Certain conditions originating in the perinatal period (P00-P96),0,N/A,3270
Total,Total,Certain conditions originating in the perinatal period (P00-P96),376,1.9,3273
Female,2020 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),185,3.2,3276
Female,2021 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),0,N/A,3279
Female,Total,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),185,1.6,3282
Male,2020 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),169,3.1,3285
Male,2021 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),0,N/A,3288
Male,Total,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),169,1.5,3291
Unknown,2020 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),0,N/A,3294
Unknown,2021 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),0,N/A,3297
Unknown,Total,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),0,N/A,3300
Total,2020 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),354,3.1,3303
Total,2021 **,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),0,N/A,3306
Total,Total,Congenital malformations deformations and chromosomal abnormalities (Q00-Q99),354,1.6,3309
